"0% - 1%","1% - 2%","2% - 3%","3% - 4%","4% - 5%","5% - 6%","6% - 7%","7% - 8%","8% - 9%","9% - 10%","10% - 11%","11% - 12%","12% - 13%","13% - 14%","14% - 15%","15% - 16%","16% - 17%","17% - 18%","18% - 19%","19% - 20%","20% - 21%","21% - 22%","22% - 23%","23% - 24%","24% - 25%","25% - 26%","26% - 27%","27% - 28%","28% - 29%","29% - 30%","30% - 31%","31% - 32%","32% - 33%","33% - 34%","34% - 35%","35% - 36%","36% - 37%","37% - 38%","38% - 39%","39% - 40%","40% - 41%","41% - 42%","42% - 43%","43% - 44%","44% - 45%","45% - 46%","46% - 47%","47% - 48%","48% - 49%","49% - 51%","51% - 52%","52% - 53%","53% - 54%","54% - 55%","55% - 56%","56% - 57%","57% - 58%","58% - 59%","59% - 60%","60% - 61%","61% - 62%","62% - 63%","63% - 64%","64% - 65%","65% - 66%","66% - 67%","67% - 68%","68% - 69%","69% - 70%","70% - 71%","71% - 72%","72% - 73%","73% - 74%","74% - 75%","75% - 76%","76% - 77%","77% - 78%","78% - 79%","79% - 80%","80% - 81%","81% - 82%","82% - 83%","83% - 84%","84% - 85%","85% - 86%","86% - 87%","87% - 88%","88% - 89%","89% - 90%","90% - 91%","91% - 92%","92% - 93%","93% - 94%","94% - 95%","95% - 96%","96% - 97%","97% - 98%","98% - 99%","99% - 100%"
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",5.08218499524709e-07,6.39266748929223e-07,7.39426822508622e-07,8.24988589685291e-07,9.01837787899081e-07,9.72862802065673e-07,1.03972569580274e-06,1.10348362546289e-06,1.16485752823134e-06,1.22436517140415e-06,1.28239369844876e-06,1.33924215600235e-06,1.39514787623398e-06,1.4503036079081e-06,1.50486906711706e-06,1.55897897615085e-06,1.612748812e-06,1.66627901500944e-06,1.71965813477516e-06,1.77296522565001e-06,1.82627170174097e-06,1.87964279569184e-06,1.93313872250844e-06,1.98681562080841e-06,2.04072632411398e-06,2.09492100103502e-06,2.14944769343745e-06,2.20435277468469e-06,2.25968134493874e-06,2.31547757674998e-06,2.37178502136854e-06,2.42864688411092e-06,2.48610627552785e-06,2.54420644391249e-06,2.60299099376804e-06,2.66250409415226e-06,2.72279068028476e-06,2.78389665140392e-06,2.84586906756858e-06,2.90875634789439e-06,2.97260847258313e-06,3.03747719103428e-06,3.10341623831586e-06,3.17048156231056e-06,3.23873156394292e-06,3.30822735303231e-06,3.37903302250749e-06,3.4512159439641e-06,3.524847087853e-06,3.60000137196057e-06,3.67675804229339e-06,3.75520109101952e-06,3.83541971676284e-06,3.91750883331487e-06,4.00156963374269e-06,4.0877102179623e-06,4.17604629314919e-06,4.26670195791824e-06,4.35981058307891e-06,4.45551580403065e-06,4.55397264259617e-06,4.65534877941041e-06,4.759826002035e-06,4.86760185893513e-06,4.97889155557827e-06,5.0939301364979e-06,5.21297500661604e-06,5.33630885696351e-06,5.46424307488034e-06,5.59712173775775e-06,5.73532631366185e-06,5.87928122347466e-06,6.0294604598598e-06,6.18639551167557e-06,6.35068491300263e-06,6.52300583022632e-06,6.70412822795308e-06,6.89493232853734e-06,7.09643032072569e-06,7.30979361051288e-06,7.53638738772486e-06,7.77781497658992e-06,8.03597546108004e-06,8.31313961020596e-06,8.61205148096108e-06,8.93606677074418e-06,9.28934494965639e-06,9.67712210971894e-06,1.01061085170606e-05,1.05850853820474e-05,1.11258326138783e-05,1.17446327059738e-05,1.2464835610427e-05,1.33215185641799e-05,1.43706662683869e-05,1.57093201532179e-05,1.75271027282309e-05,2.02732425858627e-05,2.55008621099749e-05
"36",1.01537262805279e-06,1.27719458566923e-06,1.47730487784603e-06,1.64824912749708e-06,1.80178648280139e-06,1.94368766426717e-06,2.07727331811261e-06,2.2046555428956e-06,2.32727470298908e-06,2.44616524848823e-06,2.5621006553957e-06,2.675678390552e-06,2.78737262110607e-06,2.89756844076345e-06,3.00658494705994e-06,3.11469130226453e-06,3.2221182183454e-06,3.32906636546292e-06,3.43571265717385e-06,3.54221503642552e-06,3.64871618166475e-06,3.75534642134746e-06,3.86222605915109e-06,3.96946725450209e-06,4.07717556354546e-06,4.18545121816928e-06,4.29439020121355e-06,4.40408516199246e-06,4.51462620606767e-06,4.62610158570299e-06,4.73859831184447e-06,4.8522027042756e-06,4.96700089342562e-06,5.08307928489752e-06,5.20052499594396e-06,5.31942627171822e-06,5.43987288806454e-06,5.56195654681552e-06,5.68577126898091e-06,5.81141379080258e-06,5.93898396738717e-06,6.06858518849039e-06,6.20032481100179e-06,6.33431461275762e-06,6.47067127248788e-06,6.60951688098187e-06,6.75097948893786e-06,6.89519369745356e-06,7.04230129772574e-06,7.19245196727418e-06,7.34580403090548e-06,7.50252529571149e-06,7.66279397068431e-06,7.82679968306345e-06,7.99474460535791e-06,8.16684470916455e-06,8.34333116450653e-06,8.5244519065328e-06,8.71047339516349e-06,8.90168259777904e-06,9.09838923051043e-06,9.30092830032185e-06,9.50966299817124e-06,9.72498800345938e-06,9.94733327220863e-06,1.01771683965653e-05,1.04150076420993e-05,1.06614157930413e-05,1.09170149654514e-05,1.11824925862321e-05,1.14586107844041e-05,1.17462175035857e-05,1.20462597258782e-05,1.23597993038709e-05,1.26880320384233e-05,1.30323108282246e-05,1.3394173971538e-05,1.37753800481621e-05,1.4177951290588e-05,1.46042280277878e-05,1.50569377448871e-05,1.55392836899846e-05,1.60550600022415e-05,1.66088034008944e-05,1.72059961748456e-05,1.78533425928655e-05,1.85591527588463e-05,1.93338877286733e-05,2.01909537668335e-05,2.11478946134149e-05,2.22282450127067e-05,2.34645352713632e-05,2.49034155241783e-05,2.66149654163643e-05,2.87110348010957e-05,3.13854990638502e-05,3.50171971749229e-05,4.05036222759352e-05,5.094767428045e-05
"37",1.52146655848174e-06,1.91378875948626e-06,2.21364023804399e-06,2.4697883883818e-06,2.69985349104447e-06,2.91248257652607e-06,3.1126514062757e-06,3.30352481558979e-06,3.48726109195156e-06,3.66541028801025e-06,3.83913140455076e-06,4.00931970463913e-06,4.17668569516417e-06,4.34180641253247e-06,4.50516000238643e-06,4.66714978576985e-06,4.82812146856457e-06,4.98837574104234e-06,5.14817769581332e-06,5.30776399931085e-06,5.46734844514168e-06,5.62712632127869e-06,5.78727789423204e-06,5.94797122689015e-06,6.10936448755617e-06,6.27160786647776e-06,6.43484518697277e-06,6.59921527727551e-06,6.76485315395655e-06,6.93189105652024e-06,7.10045936441336e-06,7.27068742139318e-06,7.44270428745085e-06,7.6166394348726e-06,7.79262340226665e-06,7.97078841828418e-06,8.1512690051701e-06,8.33420257108607e-06,8.5197299992735e-06,8.70799624151107e-06,8.89915092292639e-06,9.09334896501577e-06,9.29075123368804e-06,9.4915252192664e-06,9.69584575565014e-06,9.90389578625443e-06,1.0115867184918e-05,1.03319616407043e-05,1.05523916164384e-05,1.07773813919404e-05,1.10071682042662e-05,1.12420034988824e-05,1.14821543076323e-05,1.17279047716455e-05,1.1979557830086e-05,1.22374370988914e-05,1.25018889675634e-05,1.27732849467321e-05,1.30520243048347e-05,1.33385370390043e-05,1.36332872334507e-05,1.39367768685514e-05,1.42495501560025e-05,1.45721984902487e-05,1.49053661247393e-05,1.52497567042623e-05,1.56061408128966e-05,1.59753647325871e-05,1.63583606520779e-05,1.6756158622759e-05,1.71699006306597e-05,1.76008572475137e-05,1.80504474455693e-05,1.85202623204341e-05,1.90120936774171e-05,1.95279687190564e-05,2.00701924527219e-05,2.06413999580632e-05,2.12446213747302e-05,2.18833634813979e-05,2.25617131753235e-05,2.32844702414609e-05,2.40573198611871e-05,2.48870599040898e-05,2.57819050887544e-05,2.67519011572613e-05,2.78095000456614e-05,2.89703766892213e-05,3.02546191390131e-05,3.16885150575226e-05,3.33073290484384e-05,3.51598046875913e-05,3.7315842718454e-05,3.98804506595969e-05,4.30212244364401e-05,4.70286667295482e-05,5.24704285156719e-05,6.0691307228803e-05,7.63406485994738e-05
"38",2.02650250712825e-06,2.5490520585442e-06,2.94843612842602e-06,3.2896099711735e-06,3.59604274699154e-06,3.87925178335015e-06,4.14586449680834e-06,4.40009625854517e-06,4.64482177822114e-06,4.88210563305298e-06,5.11349154254373e-06,5.34017194331185e-06,5.56309318778164e-06,5.78302385366184e-06,6.00060080206174e-06,6.21636123218397e-06,6.43076560326431e-06,6.64421441642058e-06,6.85706075879594e-06,7.06961985554676e-06,7.28217646657209e-06,7.49499070335204e-06,7.70830266965413e-06,7.92233621472765e-06,8.13730200880074e-06,8.3534000957819e-06,8.57082203918128e-06,8.7897527493261e-06,9.01037205960303e-06,9.23285610447811e-06,9.45737854089498e-06,9.68411164628142e-06,9.91322732006349e-06,1.01448980107744e-05,1.0379297587176e-05,1.06166021690143e-05,1.08569909309088e-05,1.11006468912874e-05,1.13477576971116e-05,1.15985164143209e-05,1.18531223334007e-05,1.21117817992006e-05,1.23747090740837e-05,1.26421272436408e-05,1.29142691745624e-05,1.31913785348155e-05,1.34737108870336e-05,1.37615348670076e-05,1.40551334603871e-05,1.43548053921912e-05,1.46608666455249e-05,1.49736521280528e-05,1.52935175073466e-05,1.56208412392894e-05,1.59560268173609e-05,1.62995052749791e-05,1.66517379782675e-05,1.70132197528351e-05,1.73844823956339e-05,1.77660986319588e-05,1.81586865885566e-05,1.85629148670468e-05,1.89795083180124e-05,1.94092546359277e-05,1.98530119194974e-05,2.0311717372224e-05,2.07863973557013e-05,2.12781790553594e-05,2.17883040779754e-05,2.23181443759334e-05,2.28692209900245e-05,2.34432262273647e-05,2.40420500531713e-05,2.46678116877248e-05,2.53228976811221e-05,2.60100081143151e-05,2.67322130826642e-05,2.74930223120056e-05,2.82964717170816e-05,2.91472320582286e-05,3.00507467677682e-05,3.10134087876643e-05,3.20427903370335e-05,3.31479456461058e-05,3.43398160732182e-05,3.56317817507435e-05,3.70404276639222e-05,3.85866315664311e-05,4.02971491143147e-05,4.22069933246413e-05,4.43631337378676e-05,4.6830492728378e-05,4.97021721797619e-05,5.31180331077293e-05,5.7301298683956e-05,6.26388926648455e-05,6.98868744436832e-05,8.08363875465819e-05,0.000101679898968817
"39",2.53048268568336e-06,3.18298726518734e-06,3.68169576758327e-06,4.1077174671939e-06,4.49035817679283e-06,4.84399952038643e-06,5.17691711675626e-06,5.49437467670914e-06,5.79996183428781e-06,6.0962566155437e-06,6.38518665431922e-06,6.66824093941413e-06,6.9466011756172e-06,7.22122708137989e-06,7.49291390133433e-06,7.76233243281297e-06,8.03005764834908e-06,8.29658965107902e-06,8.56236933854464e-06,8.8277903302073e-06,9.09320820370231e-06,9.358947758292e-06,9.62530880968888e-06,9.89257087664735e-06,1.01609970213184e-05,1.04308370367918e-05,1.0702330126695e-05,1.09757071868237e-05,1.12511927733855e-05,1.15290068237228e-05,1.18093661814634e-05,1.20924859675916e-05,1.23785808310307e-05,1.26678661063146e-05,1.29605589013483e-05,1.32568791347635e-05,1.35570505397263e-05,1.38613016490696e-05,1.41698667751704e-05,1.44829869969664e-05,1.48009111658573e-05,1.51238969418872e-05,1.54522118715451e-05,1.57861345187165e-05,1.61259556607624e-05,1.64719795623975e-05,1.68245253409871e-05,1.71839284381086e-05,1.75505422137456e-05,1.79247396813454e-05,1.83069154042125e-05,1.8697487576403e-05,1.90969003144896e-05,1.95056261903908e-05,1.99241690400108e-05,2.03530670878654e-05,2.0792896434355e-05,2.12442749601147e-05,2.1707866711199e-05,2.21843868401097e-05,2.26746071912754e-05,2.31793626361287e-05,2.36995582830943e-05,2.42361777125371e-05,2.47902924171991e-05,2.53630726664136e-05,2.59558000594355e-05,2.65698820922064e-05,2.72068691362674e-05,2.78684743230308e-05,2.85565969474965e-05,2.92733501613165e-05,3.00210939276043e-05,3.08024744753319e-05,3.16204718423842e-05,3.24784575657046e-05,3.33802652109562e-05,3.43302773004167e-05,3.53335333963644e-05,3.63958657779764e-05,3.7524071541661e-05,3.87261334137013e-05,4.00115066549561e-05,4.13914970767343e-05,4.28797668994602e-05,4.44930235777946e-05,4.62519763818206e-05,4.8182694846118e-05,5.03185880801871e-05,5.27033759272875e-05,5.53957079949604e-05,5.84766510587987e-05,6.20624587791836e-05,6.63277714511017e-05,7.15513209197405e-05,7.82162462381259e-05,8.72666124886748e-05,0.000100938953141539,0.000126965539049655
